SRA,BioProject,Strain,Genotype,Experiment,Condition,Post_induction,Replicates,P_aas,P_tesA,P_rpaA,P_kaiBC,P_rpaA_D53E,P_OX_plasmid,P_Subjective_dawn,P_Subjective_dusk,P_N (mg/L),P_np_kaiBC,P_p0050_kaiBC,P_rel,P_relA,P_relA_E335Q,P_Light (umol photons m-2 s-1),P_sigF,P_rpoD2,P_rpoD6,P_rpoD5,P_pAM2991-xylEAB,P_pAM2991-galP,P_pilB::Tn5,P_BG-11,P_CM,P_Biofilm,Project_tag,SRA_study_id,Ref_condition,Experiment_type,Project_replicates,Single_paired,RNASeq_samples_n,Data_loc,Data_link,Paper,Culture,Growth_Phase,Media,CO2 (%),Light (uE*m-2*sec-1),Temp (°C),Agitation (rpm),OD,pH,Notes,Time_delta,Condition_pi,Passed_Min_Reads,Passed_Global_Corr,passed_replicate_corr,passed_timeseries_corr,Overall_pass
SRR7188781,PRJNA472248,Synechococcus elongatus PCC 7942 = FACHB-805,sigF-,RNA-seq,sigF-,32h,2,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,0,1,1,1,0,0,0,1,0,0,Sigma,SRP148555,OX-D53E_0h,Genetic_characterization,TRUE,S,72,NCBI,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRP148555&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2018.11.049,Terbidostat,TimeSeries,BG-11M,1,100,30,,0.3,8,,1 days 08:00:00,sigF-_32h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR7188784,PRJNA472248,Synechococcus elongatus PCC 7942 = FACHB-805,sigF-,RNA-seq,sigF-,36h,2,1,0,1,1,0,0,0,1,0.16,1,0,1,0,0,50,0,1,1,1,0,0,0,1,0,0,Sigma,SRP148555,OX-D53E_0h,Genetic_characterization,TRUE,S,72,NCBI,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRP148555&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2018.11.049,Terbidostat,TimeSeries,BG-11M,1,100,30,,0.3,8,,1 days 12:00:00,sigF-_36h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR7188785,PRJNA472248,Synechococcus elongatus PCC 7942 = FACHB-805,sigF-,RNA-seq,sigF-,40h,2,1,0,1,1,0,0,0,1,0.16,1,0,1,0,0,50,0,1,1,1,0,0,0,1,0,0,Sigma,SRP148555,OX-D53E_0h,Genetic_characterization,TRUE,S,72,NCBI,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRP148555&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2018.11.049,Terbidostat,TimeSeries,BG-11M,1,100,30,,0.3,8,,1 days 16:00:00,sigF-_40h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR7188786,PRJNA472248,Synechococcus elongatus PCC 7942 = FACHB-805,sigF-,RNA-seq,sigF-,44h,2,1,0,1,1,0,0,0,1,0.16,1,0,1,0,0,50,0,1,1,1,0,0,0,1,0,0,Sigma,SRP148555,OX-D53E_0h,Genetic_characterization,TRUE,S,72,NCBI,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRP148555&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2018.11.049,Terbidostat,TimeSeries,BG-11M,1,100,30,,0.3,8,,1 days 20:00:00,sigF-_44h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR7188787,PRJNA472248,Synechococcus elongatus PCC 7942 = FACHB-805,OX-D53E,RNA-seq,OX-D53E,0h,1,1,0,0,0,1,1,1,0,0.16,1,0,1,0,0,50,1,1,1,1,0,0,0,1,0,0,Sigma,SRP148555,OX-D53E_0h,Genetic_characterization,TRUE,S,72,NCBI,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRP148555&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2018.11.049,Terbidostat,TimeSeries,BG-11M,1,100,30,,0.3,8,,0 days 00:00:00,OX-D53E_0h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR7188789,PRJNA472248,Synechococcus elongatus PCC 7942 = FACHB-805,OX-D53E,RNA-seq,OX-D53E,2h,1,1,0,0,0,1,1,1,0,0.16,1,0,1,0,0,50,1,1,1,1,0,0,0,1,0,0,Sigma,SRP148555,OX-D53E_0h,Genetic_characterization,TRUE,S,72,NCBI,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRP148555&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2018.11.049,Terbidostat,TimeSeries,BG-11M,1,100,30,,0.3,8,,0 days 02:00:00,OX-D53E_2h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR7188791,PRJNA472248,Synechococcus elongatus PCC 7942 = FACHB-805,OX-D53E,RNA-seq,OX-D53E,6h,1,1,0,0,0,1,1,1,0,0.16,1,0,1,0,0,50,1,1,1,1,0,0,0,1,0,0,Sigma,SRP148555,OX-D53E_0h,Genetic_characterization,TRUE,S,72,NCBI,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRP148555&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2018.11.049,Terbidostat,TimeSeries,BG-11M,1,100,30,,0.3,8,,0 days 06:00:00,OX-D53E_6h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR7188792,PRJNA472248,Synechococcus elongatus PCC 7942 = FACHB-805,OX-D53E,RNA-seq,OX-D53E,9h,1,1,0,0,0,1,1,1,0,0.16,1,0,1,0,0,50,1,1,1,1,0,0,0,1,0,0,Sigma,SRP148555,OX-D53E_0h,Genetic_characterization,TRUE,S,72,NCBI,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRP148555&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2018.11.049,Terbidostat,TimeSeries,BG-11M,1,100,30,,0.3,8,,0 days 09:00:00,OX-D53E_9h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR7188794,PRJNA472248,Synechococcus elongatus PCC 7942 = FACHB-805,OX-D53E,RNA-seq,OX-D53E,0h,2,1,0,0,0,1,1,1,0,0.16,1,0,1,0,0,50,1,1,1,1,0,0,0,1,0,0,Sigma,SRP148555,OX-D53E_0h,Genetic_characterization,TRUE,S,72,NCBI,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRP148555&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2018.11.049,Terbidostat,TimeSeries,BG-11M,1,100,30,,0.3,8,,0 days 00:00:00,OX-D53E_0h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR7188796,PRJNA472248,Synechococcus elongatus PCC 7942 = FACHB-805,OX-D53E,RNA-seq,OX-D53E,2h,2,1,0,0,0,1,1,1,0,0.16,1,0,1,0,0,50,1,1,1,1,0,0,0,1,0,0,Sigma,SRP148555,OX-D53E_0h,Genetic_characterization,TRUE,S,72,NCBI,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRP148555&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2018.11.049,Terbidostat,TimeSeries,BG-11M,1,100,30,,0.3,8,,0 days 02:00:00,OX-D53E_2h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR7188798,PRJNA472248,Synechococcus elongatus PCC 7942 = FACHB-805,OX-D53E,RNA-seq,OX-D53E,6h,2,1,0,0,0,1,1,1,0,0.16,1,0,1,0,0,50,1,1,1,1,0,0,0,1,0,0,Sigma,SRP148555,OX-D53E_0h,Genetic_characterization,TRUE,S,72,NCBI,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRP148555&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2018.11.049,Terbidostat,TimeSeries,BG-11M,1,100,30,,0.3,8,,0 days 06:00:00,OX-D53E_6h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR7188799,PRJNA472248,Synechococcus elongatus PCC 7942 = FACHB-805,OX-D53E,RNA-seq,OX-D53E,9h,2,1,0,0,0,1,1,1,0,0.16,1,0,1,0,0,50,1,1,1,1,0,0,0,1,0,0,Sigma,SRP148555,OX-D53E_0h,Genetic_characterization,TRUE,S,72,NCBI,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRP148555&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2018.11.049,Terbidostat,TimeSeries,BG-11M,1,100,30,,0.3,8,,0 days 09:00:00,OX-D53E_9h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR7188801,PRJNA472248,Synechococcus elongatus PCC 7942 = FACHB-805,OX-D53E rpoD2-,RNA-seq,OX-D53E_rpoD2-,0h,1,1,0,0,0,1,1,1,0,0.16,1,0,1,0,0,50,1,0,1,1,0,0,0,1,0,0,Sigma,SRP148555,OX-D53E_0h,Genetic_characterization,TRUE,S,72,NCBI,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRP148555&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2018.11.049,Terbidostat,TimeSeries,BG-11M,1,100,30,,0.3,8,,0 days 00:00:00,OX-D53E_rpoD2-_0h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR7188803,PRJNA472248,Synechococcus elongatus PCC 7942 = FACHB-805,OX-D53E rpoD2-,RNA-seq,OX-D53E_rpoD2-,2h,1,1,0,0,0,1,1,1,0,0.16,1,0,1,0,0,50,1,0,1,1,0,0,0,1,0,0,Sigma,SRP148555,OX-D53E_0h,Genetic_characterization,TRUE,S,72,NCBI,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRP148555&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2018.11.049,Terbidostat,TimeSeries,BG-11M,1,100,30,,0.3,8,,0 days 02:00:00,OX-D53E_rpoD2-_2h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR7188804,PRJNA472248,Synechococcus elongatus PCC 7942 = FACHB-805,OX-D53E rpoD2-,RNA-seq,OX-D53E_rpoD2-,3h,1,1,0,0,0,1,1,1,0,0.16,1,0,1,0,0,50,1,0,1,1,0,0,0,1,0,0,Sigma,SRP148555,OX-D53E_0h,Genetic_characterization,TRUE,S,72,NCBI,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRP148555&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2018.11.049,Terbidostat,TimeSeries,BG-11M,1,100,30,,0.3,8,,0 days 03:00:00,OX-D53E_rpoD2-_3h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR7188805,PRJNA472248,Synechococcus elongatus PCC 7942 = FACHB-805,OX-D53E rpoD2-,RNA-seq,OX-D53E_rpoD2-,6h,1,1,0,0,0,1,1,1,0,0.16,1,0,1,0,0,50,1,0,1,1,0,0,0,1,0,0,Sigma,SRP148555,OX-D53E_0h,Genetic_characterization,TRUE,S,72,NCBI,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRP148555&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2018.11.049,Terbidostat,TimeSeries,BG-11M,1,100,30,,0.3,8,,0 days 06:00:00,OX-D53E_rpoD2-_6h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR7188806,PRJNA472248,Synechococcus elongatus PCC 7942 = FACHB-805,OX-D53E rpoD2-,RNA-seq,OX-D53E_rpoD2-,9h,1,1,0,0,0,1,1,1,0,0.16,1,0,1,0,0,50,1,0,1,1,0,0,0,1,0,0,Sigma,SRP148555,OX-D53E_0h,Genetic_characterization,TRUE,S,72,NCBI,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRP148555&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2018.11.049,Terbidostat,TimeSeries,BG-11M,1,100,30,,0.3,8,,0 days 09:00:00,OX-D53E_rpoD2-_9h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR7188809,PRJNA472248,Synechococcus elongatus PCC 7942 = FACHB-805,OX-D53E rpoD2-,RNA-seq,OX-D53E_rpoD2-,0h,2,1,0,0,0,1,1,1,0,0.16,1,0,1,0,0,50,1,0,1,1,0,0,0,1,0,0,Sigma,SRP148555,OX-D53E_0h,Genetic_characterization,TRUE,S,72,NCBI,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRP148555&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2018.11.049,Terbidostat,TimeSeries,BG-11M,1,100,30,,0.3,8,,0 days 00:00:00,OX-D53E_rpoD2-_0h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR7188810,PRJNA472248,Synechococcus elongatus PCC 7942 = FACHB-805,OX-D53E rpoD2-,RNA-seq,OX-D53E_rpoD2-,0.5h,2,1,0,0,0,1,1,1,0,0.16,1,0,1,0,0,50,1,0,1,1,0,0,0,1,0,0,Sigma,SRP148555,OX-D53E_0h,Genetic_characterization,TRUE,S,72,NCBI,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRP148555&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2018.11.049,Terbidostat,TimeSeries,BG-11M,1,100,30,,0.3,8,,0 days 00:30:00,OX-D53E_rpoD2-_0.5h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR7188811,PRJNA472248,Synechococcus elongatus PCC 7942 = FACHB-805,OX-D53E rpoD2-,RNA-seq,OX-D53E_rpoD2-,0.5h,2,1,0,0,0,1,1,1,0,0.16,1,0,1,0,0,50,1,0,1,1,0,0,0,1,0,0,Sigma,SRP148555,OX-D53E_0h,Genetic_characterization,TRUE,S,72,NCBI,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRP148555&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2018.11.049,Terbidostat,TimeSeries,BG-11M,1,100,30,,0.3,8,,0 days 00:30:00,OX-D53E_rpoD2-_0.5h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR7188812,PRJNA472248,Synechococcus elongatus PCC 7942 = FACHB-805,OX-D53E rpoD2-,RNA-seq,OX-D53E_rpoD2-,2h,2,1,0,0,0,1,1,1,0,0.16,1,0,1,0,0,50,1,0,1,1,0,0,0,1,0,0,Sigma,SRP148555,OX-D53E_0h,Genetic_characterization,TRUE,S,72,NCBI,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRP148555&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2018.11.049,Terbidostat,TimeSeries,BG-11M,1,100,30,,0.3,8,,0 days 02:00:00,OX-D53E_rpoD2-_2h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR7188813,PRJNA472248,Synechococcus elongatus PCC 7942 = FACHB-805,OX-D53E rpoD2-,RNA-seq,OX-D53E_rpoD2-,3h,2,1,0,0,0,1,1,1,0,0.16,1,0,1,0,0,50,1,0,1,1,0,0,0,1,0,0,Sigma,SRP148555,OX-D53E_0h,Genetic_characterization,TRUE,S,72,NCBI,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRP148555&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2018.11.049,Terbidostat,TimeSeries,BG-11M,1,100,30,,0.3,8,,0 days 03:00:00,OX-D53E_rpoD2-_3h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR7188814,PRJNA472248,Synechococcus elongatus PCC 7942 = FACHB-805,OX-D53E rpoD2-,RNA-seq,OX-D53E_rpoD2-,6h,2,1,0,0,0,1,1,1,0,0.16,1,0,1,0,0,50,1,0,1,1,0,0,0,1,0,0,Sigma,SRP148555,OX-D53E_0h,Genetic_characterization,TRUE,S,72,NCBI,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRP148555&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2018.11.049,Terbidostat,TimeSeries,BG-11M,1,100,30,,0.3,8,,0 days 06:00:00,OX-D53E_rpoD2-_6h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR7188815,PRJNA472248,Synechococcus elongatus PCC 7942 = FACHB-805,OX-D53E rpoD2-,RNA-seq,OX-D53E_rpoD2-,9h,2,1,0,0,0,1,1,1,0,0.16,1,0,1,0,0,50,1,0,1,1,0,0,0,1,0,0,Sigma,SRP148555,OX-D53E_0h,Genetic_characterization,TRUE,S,72,NCBI,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRP148555&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2018.11.049,Terbidostat,TimeSeries,BG-11M,1,100,30,,0.3,8,,0 days 09:00:00,OX-D53E_rpoD2-_9h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR7188821,PRJNA472248,Synechococcus elongatus PCC 7942 = FACHB-805,OX-D53E rpoD6-,RNA-seq,OX-D53E_rpoD6-,6h,1,1,0,0,0,1,1,1,0,0.16,1,0,1,0,0,50,1,1,0,1,0,0,0,1,0,0,Sigma,SRP148555,OX-D53E_0h,Genetic_characterization,TRUE,S,72,NCBI,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRP148555&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2018.11.049,Terbidostat,TimeSeries,BG-11M,1,100,30,,0.3,8,,0 days 06:00:00,OX-D53E_rpoD6-_6h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR7188822,PRJNA472248,Synechococcus elongatus PCC 7942 = FACHB-805,OX-D53E rpoD6-,RNA-seq,OX-D53E_rpoD6-,9h,1,1,0,0,0,1,1,1,0,0.16,1,0,1,0,0,50,1,1,0,1,0,0,0,1,0,0,Sigma,SRP148555,OX-D53E_0h,Genetic_characterization,TRUE,S,72,NCBI,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRP148555&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2018.11.049,Terbidostat,TimeSeries,BG-11M,1,100,30,,0.3,8,,0 days 09:00:00,OX-D53E_rpoD6-_9h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR7188823,PRJNA472248,Synechococcus elongatus PCC 7942 = FACHB-805,OX-D53E rpoD6-,RNA-seq,OX-D53E_rpoD6-,12h,1,1,0,0,0,1,1,1,0,0.16,1,0,1,0,0,50,1,1,0,1,0,0,0,1,0,0,Sigma,SRP148555,OX-D53E_0h,Genetic_characterization,TRUE,S,72,NCBI,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRP148555&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2018.11.049,Terbidostat,TimeSeries,BG-11M,1,100,30,,0.3,8,,0 days 12:00:00,OX-D53E_rpoD6-_12h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR7188828,PRJNA472248,Synechococcus elongatus PCC 7942 = FACHB-805,OX-D53E rpoD6-,RNA-seq,OX-D53E_rpoD6-,6h,2,1,0,0,0,1,1,1,0,0.16,1,0,1,0,0,50,1,1,0,1,0,0,0,1,0,0,Sigma,SRP148555,OX-D53E_0h,Genetic_characterization,TRUE,S,72,NCBI,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRP148555&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2018.11.049,Terbidostat,TimeSeries,BG-11M,1,100,30,,0.3,8,,0 days 06:00:00,OX-D53E_rpoD6-_6h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR7188829,PRJNA472248,Synechococcus elongatus PCC 7942 = FACHB-805,OX-D53E rpoD6-,RNA-seq,OX-D53E_rpoD6-,9h,2,1,0,0,0,1,1,1,0,0.16,1,0,1,0,0,50,1,1,0,1,0,0,0,1,0,0,Sigma,SRP148555,OX-D53E_0h,Genetic_characterization,TRUE,S,72,NCBI,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRP148555&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2018.11.049,Terbidostat,TimeSeries,BG-11M,1,100,30,,0.3,8,,0 days 09:00:00,OX-D53E_rpoD6-_9h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR7188830,PRJNA472248,Synechococcus elongatus PCC 7942 = FACHB-805,OX-D53E rpoD6-,RNA-seq,OX-D53E_rpoD6-,12h,2,1,0,0,0,1,1,1,0,0.16,1,0,1,0,0,50,1,1,0,1,0,0,0,1,0,0,Sigma,SRP148555,OX-D53E_0h,Genetic_characterization,TRUE,S,72,NCBI,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRP148555&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2018.11.049,Terbidostat,TimeSeries,BG-11M,1,100,30,,0.3,8,,0 days 12:00:00,OX-D53E_rpoD6-_12h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR7188833,PRJNA472248,Synechococcus elongatus PCC 7942 = FACHB-805,OX-D53E rpoD5-,RNA-seq,OX-D53E_rpoD5-,2h,1,1,0,0,0,1,1,1,0,0.16,1,0,1,0,0,50,1,1,1,0,0,0,0,1,0,0,Sigma,SRP148555,OX-D53E_0h,Genetic_characterization,TRUE,S,72,NCBI,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRP148555&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2018.11.049,Terbidostat,TimeSeries,BG-11M,1,100,30,,0.3,8,,0 days 02:00:00,OX-D53E_rpoD5-_2h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR7188836,PRJNA472248,Synechococcus elongatus PCC 7942 = FACHB-805,OX-D53E rpoD5-,RNA-seq,OX-D53E_rpoD5-,9h,1,1,0,0,0,1,1,1,0,0.16,1,0,1,0,0,50,1,1,1,0,0,0,0,1,0,0,Sigma,SRP148555,OX-D53E_0h,Genetic_characterization,TRUE,S,72,NCBI,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRP148555&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2018.11.049,Terbidostat,TimeSeries,BG-11M,1,100,30,,0.3,8,,0 days 09:00:00,OX-D53E_rpoD5-_9h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR7188837,PRJNA472248,Synechococcus elongatus PCC 7942 = FACHB-805,OX-D53E rpoD5-,RNA-seq,OX-D53E_rpoD5-,12h,1,1,0,0,0,1,1,1,0,0.16,1,0,1,0,0,50,1,1,1,0,0,0,0,1,0,0,Sigma,SRP148555,OX-D53E_0h,Genetic_characterization,TRUE,S,72,NCBI,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRP148555&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2018.11.049,Terbidostat,TimeSeries,BG-11M,1,100,30,,0.3,8,,0 days 12:00:00,OX-D53E_rpoD5-_12h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR7188840,PRJNA472248,Synechococcus elongatus PCC 7942 = FACHB-805,OX-D53E rpoD5-,RNA-seq,OX-D53E_rpoD5-,2h,2,1,0,0,0,1,1,1,0,0.16,1,0,1,0,0,50,1,1,1,0,0,0,0,1,0,0,Sigma,SRP148555,OX-D53E_0h,Genetic_characterization,TRUE,S,72,NCBI,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRP148555&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2018.11.049,Terbidostat,TimeSeries,BG-11M,1,100,30,,0.3,8,,0 days 02:00:00,OX-D53E_rpoD5-_2h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR7188841,PRJNA472248,Synechococcus elongatus PCC 7942 = FACHB-805,OX-D53E rpoD5-,RNA-seq,OX-D53E_rpoD5-,3h,2,1,0,0,0,1,1,1,0,0.16,1,0,1,0,0,50,1,1,1,0,0,0,0,1,0,0,Sigma,SRP148555,OX-D53E_0h,Genetic_characterization,TRUE,S,72,NCBI,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRP148555&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2018.11.049,Terbidostat,TimeSeries,BG-11M,1,100,30,,0.3,8,,0 days 03:00:00,OX-D53E_rpoD5-_3h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR7188843,PRJNA472248,Synechococcus elongatus PCC 7942 = FACHB-805,OX-D53E rpoD5-,RNA-seq,OX-D53E_rpoD5-,9h,2,1,0,0,0,1,1,1,0,0.16,1,0,1,0,0,50,1,1,1,0,0,0,0,1,0,0,Sigma,SRP148555,OX-D53E_0h,Genetic_characterization,TRUE,S,72,NCBI,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRP148555&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2018.11.049,Terbidostat,TimeSeries,BG-11M,1,100,30,,0.3,8,,0 days 09:00:00,OX-D53E_rpoD5-_9h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR7188844,PRJNA472248,Synechococcus elongatus PCC 7942 = FACHB-805,OX-D53E rpoD5-,RNA-seq,OX-D53E_rpoD5-,12h,2,1,0,0,0,1,1,1,0,0.16,1,0,1,0,0,50,1,1,1,0,0,0,0,1,0,0,Sigma,SRP148555,OX-D53E_0h,Genetic_characterization,TRUE,S,72,NCBI,https://trace.ncbi.nlm.nih.gov/Traces/study/?acc=SRP148555&o=acc_s%3Aa,https://doi.org/10.1016/j.celrep.2018.11.049,Terbidostat,TimeSeries,BG-11M,1,100,30,,0.3,8,,0 days 12:00:00,OX-D53E_rpoD5-_12h,TRUE,TRUE,TRUE,FALSE,TRUE
SRR14518527,PRJNA729175,Synechococcus elongatus PCC 7942 = FACHB-805,pAM2991-xylEAB,RNA-seq,RLe_xylose,,3,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,1,1,1,1,1,0,0,1,0,0,Mixotroph,SRP319593,RL_WT,Genetic_engineering,TRUE,S,9,NCBI,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP319593&o=acc_s%3Aa,https://doi.org/10.1186/s12934-022-01760-1,,,BG-11M,,2000–3000 lx,30,,,,Convert Light units to some standard,,RLe_xylose,TRUE,TRUE,TRUE,FALSE,TRUE
SRR14518528,PRJNA729175,Synechococcus elongatus PCC 7942 = FACHB-805,pAM2991-xylEAB,RNA-seq,RLe_xylose,,2,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,1,1,1,1,1,0,0,1,0,0,Mixotroph,SRP319593,RL_WT,Genetic_engineering,TRUE,S,9,NCBI,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP319593&o=acc_s%3Aa,https://doi.org/10.1186/s12934-022-01760-1,,,BG-11M,,2000–3000 lx,30,,,,Convert Light units to some standard,,RLe_xylose,TRUE,TRUE,TRUE,FALSE,TRUE
SRR14518529,PRJNA729175,Synechococcus elongatus PCC 7942 = FACHB-805,pAM2991-xylEAB,RNA-seq,RLe_xylose,,1,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,1,1,1,1,1,0,0,1,0,0,Mixotroph,SRP319593,RL_WT,Genetic_engineering,TRUE,S,9,NCBI,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP319593&o=acc_s%3Aa,https://doi.org/10.1186/s12934-022-01760-1,,,BG-11M,,2000–3000 lx,30,,,,Convert Light units to some standard,,RLe_xylose,TRUE,TRUE,TRUE,FALSE,TRUE
SRR14518530,PRJNA729175,Synechococcus elongatus PCC 7942 = FACHB-805,pAM2991-galP,RNA-seq,RLg_glucose,,3,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,1,1,1,1,0,1,0,1,0,0,Mixotroph,SRP319593,RL_WT,Genetic_engineering,TRUE,S,9,NCBI,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP319593&o=acc_s%3Aa,https://doi.org/10.1186/s12934-022-01760-1,,,BG-11M,,2000–3000 lx,30,,,,Convert Light units to some standard,,RLg_glucose,TRUE,TRUE,TRUE,FALSE,TRUE
