,gene_weight,product_accession,locus_tag_old,GeneID,start,end,strand,COG,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs,P2TF_description,DeepTF_prediction,ENTRAF_hmm_name,iTAK_Detail,module
H6G84_RS11020,0.325162970111753,WP_011244772.1,Synpcc7942_1476,,92744.0,93058.0,+,E,"GO:0005575,GO:0005622,GO:0005623,GO:0005886,GO:0009579,GO:0016020,GO:0034357,GO:0042651,GO:0044424,GO:0044436,GO:0044464,GO:0071944",-,-,-,-,-,-,-,-,-,-,-,,0.0,,,21
H6G84_RS13640,0.4453954382987712,WP_011055126.1,Synpcc7942_B2636,,27223.0,27510.0,+,S,,,,,,,,,,,,,,0.0,,,22
H6G84_RS00095,0.1024403740782852,WP_011378517.1,Synpcc7942_2557,hoxU,18921.0,19637.0,+,C,-,1.6.5.3,ko:K05588,"ko00190,ko01100,map00190,map01100",-,R11945,RC00061,"ko00000,ko00001,ko01000",-,-,iJN678.hoxU,"Fer2_4,Fer4,Fer4_10,Fer4_6,Fer4_9,NADH-G_4Fe-4S_3",,0.0,,,23
H6G84_RS00585,0.1180980997369723,WP_011378474.1,Synpcc7942_2461,,112538.0,113971.0,+,E,-,3.5.3.12,ko:K10536,"ko00330,ko01100,map00330,map01100",-,R01416,RC00177,"ko00000,ko00001,ko01000",-,-,-,PAD_porph,,0.0,,,23
H6G84_RS01230,0.197993290454415,WP_011378410.1,Synpcc7942_2336,,250886.0,251059.0,+,S,,,,,,,,,,,,,,0.0,,,23
H6G84_RS01235,0.1293820886226212,WP_011378409.1,Synpcc7942_2335,fbp,251320.0,252354.0,+,G,"GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005984,GO:0005985,GO:0005986,GO:0005996,GO:0006000,GO:0006002,GO:0006006,GO:0006094,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009058,GO:0009311,GO:0009312,GO:0009987,GO:0015977,GO:0015979,GO:0016051,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0019203,GO:0019253,GO:0019318,GO:0019319,GO:0019637,GO:0019685,GO:0030388,GO:0034637,GO:0042132,GO:0042578,GO:0043167,GO:0043169,GO:0044237,GO:0044238,GO:0044249,GO:0044262,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046351,GO:0046364,GO:0046872,GO:0050308,GO:0071704,GO:1901135,GO:1901576",3.1.3.11,ko:K03841,"ko00010,ko00030,ko00051,ko00680,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko04152,ko04910,map00010,map00030,map00051,map00680,map00710,map01100,map01110,map01120,map01130,map01200,map04152,map04910","M00003,M00165,M00167,M00344","R00762,R04780",RC00017,"ko00000,ko00001,ko00002,ko01000,ko04147",-,-,-,FBPase,,0.0,,,23
H6G84_RS01240,0.1307803638207425,WP_011244078.1,Synpcc7942_2334,zwf,252401.0,253936.0,+,G,"GO:0000166,GO:0003674,GO:0003824,GO:0004345,GO:0005488,GO:0005975,GO:0005996,GO:0006006,GO:0006081,GO:0006098,GO:0006139,GO:0006725,GO:0006732,GO:0006733,GO:0006739,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009117,GO:0009987,GO:0016491,GO:0016614,GO:0016616,GO:0019318,GO:0019362,GO:0019637,GO:0019682,GO:0019693,GO:0034641,GO:0036094,GO:0044237,GO:0044238,GO:0044281,GO:0046483,GO:0046496,GO:0048037,GO:0050661,GO:0050662,GO:0051156,GO:0051186,GO:0055086,GO:0055114,GO:0071704,GO:0072524,GO:0097159,GO:1901135,GO:1901265,GO:1901360,GO:1901363,GO:1901564","1.1.1.363,1.1.1.49",ko:K00036,"ko00030,ko00480,ko01100,ko01110,ko01120,ko01130,ko01200,ko05230,map00030,map00480,map01100,map01110,map01120,map01130,map01200,map05230","M00004,M00006,M00008","R00835,R02736,R10907","RC00001,RC00066","ko00000,ko00001,ko00002,ko01000,ko04147",-,-,-,"G6PD_C,G6PD_N",,0.0,,,23
H6G84_RS01245,0.1056494521528694,WP_011244079.1,Synpcc7942_2333,opcA,253976.0,255313.0,+,G,-,-,-,-,-,-,-,-,-,-,-,"OpcA_G6PD_assem,PG_binding_1",,0.0,,,23
H6G84_RS01280,0.1284863245213777,WP_011244086.1,Synpcc7942_2326,,261014.0,261766.0,-,S,-,-,ko:K09797,-,-,-,-,ko00000,-,-,-,SIMPL,,0.0,,,23
H6G84_RS01580,0.1645727865429769,WP_011378383.1,Synpcc7942_2267,,319172.0,319429.0,-,S,,,,,,,,,,,,,,0.0,,,23
H6G84_RS02010,0.0938120510407943,WP_199290539.1,Synpcc7942_2185,,391468.0,391911.0,-,I,-,-,-,-,-,-,-,-,-,-,-,-,,0.0,,,23
H6G84_RS02555,0.1441914111663817,WP_011244321.1,Synpcc7942_2082,,491700.0,493688.0,+,J,"GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0003924,GO:0005488,GO:0005525,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0019001,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0097159,GO:0097367,GO:1901265,GO:1901363",-,ko:K02355,-,-,-,-,"ko00000,ko03012,ko03029",-,-,-,"EFG_C,EFG_II,EFG_IV,GTP_EFTU",,0.0,,,23
H6G84_RS03740,0.1311367320927113,WP_011244555.1,Synpcc7942_1849,sigC,737459.0,738655.0,-,K,"GO:0000988,GO:0000990,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0006139,GO:0006351,GO:0006352,GO:0006355,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0016070,GO:0016987,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031326,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0043254,GO:0044087,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0046483,GO:0050789,GO:0050794,GO:0051128,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:0140110,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1903506,GO:2000112,GO:2000142,GO:2001141",-,ko:K03087,"ko02026,ko05111,map02026,map05111",-,-,-,"ko00000,ko00001,ko03021",-,-,-,"Sigma70_r1_2,Sigma70_r2,Sigma70_r3,Sigma70_r4","Sigma factor, RpoD family contains 1 Sigma70_r1_2,1 Sigma70_r2,1 Sigma70_r3,1 Sigma70_r4",1.0,,,23
H6G84_RS04210,0.1588729335655636,WP_011244645.1,Synpcc7942_1757,,830340.0,830531.0,-,S,-,-,-,-,-,-,-,-,-,-,-,-,,0.0,,,23
H6G84_RS04690,0.1027820207436871,WP_011244737.1,Synpcc7942_1661,,923553.0,924116.0,-,S,-,-,-,-,-,-,-,-,-,-,-,COP23,,0.0,,,23
H6G84_RS04975,0.0986160627302407,WP_011243277.1,Synpcc7942_0556,,29246.0,29959.0,+,K,-,-,-,-,-,-,-,-,-,-,-,"Response_reg,Trans_reg_C","Response regulator, OmpR family contains 1 Response_reg,1 Trans_reg_C",1.0,Trans_reg_C,Others,23
H6G84_RS05930,0.1131601236512281,WP_011377549.1,Synpcc7942_0369,,204864.0,206318.0,-,E,-,1.4.3.4,ko:K00274,"ko00260,ko00330,ko00340,ko00350,ko00360,ko00380,ko00950,ko00982,ko01100,ko01110,ko04726,ko04728,ko05030,ko05031,ko05034,map00260,map00330,map00340,map00350,map00360,map00380,map00950,map00982,map01100,map01110,map04726,map04728,map05030,map05031,map05034",M00135,"R02173,R02382,R02529,R02532,R02613,R02908,R02919,R04025,R04300,R04674,R04890,R04893,R04894,R04907,R04908,R08346,R08347,R08348,R11354","RC00062,RC00160,RC00225,RC00676,RC00807,RC00808,RC01808,RC02226,RC02713","ko00000,ko00001,ko00002,ko01000",-,-,-,Amino_oxidase,,0.0,,,23
H6G84_RS06270,0.1771532540750648,WP_011243520.1,Synpcc7942_0304,,264985.0,265632.0,-,H,-,-,-,-,-,-,-,-,-,-,-,Coq4,,0.0,,,23
H6G84_RS06575,0.1154046090123086,WP_011243580.1,Synpcc7942_0245,gap,326236.0,327297.0,+,C,"GO:0000166,GO:0003674,GO:0003824,GO:0004365,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005975,GO:0005996,GO:0006006,GO:0006082,GO:0006090,GO:0006091,GO:0006096,GO:0006139,GO:0006163,GO:0006164,GO:0006165,GO:0006725,GO:0006732,GO:0006733,GO:0006753,GO:0006754,GO:0006757,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009108,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009132,GO:0009135,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009166,GO:0009167,GO:0009168,GO:0009179,GO:0009185,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009987,GO:0016052,GO:0016053,GO:0016310,GO:0016491,GO:0016620,GO:0016903,GO:0017144,GO:0018130,GO:0019318,GO:0019359,GO:0019362,GO:0019363,GO:0019438,GO:0019439,GO:0019637,GO:0019693,GO:0019752,GO:0032787,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0036094,GO:0042866,GO:0043436,GO:0043891,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046031,GO:0046034,GO:0046390,GO:0046394,GO:0046434,GO:0046483,GO:0046496,GO:0046700,GO:0046939,GO:0048037,GO:0050661,GO:0050662,GO:0051186,GO:0051188,GO:0051287,GO:0055086,GO:0055114,GO:0071704,GO:0072330,GO:0072521,GO:0072522,GO:0072524,GO:0072525,GO:0090407,GO:0097159,GO:1901135,GO:1901137,GO:1901265,GO:1901292,GO:1901293,GO:1901360,GO:1901361,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901575,GO:1901576",1.2.1.12,ko:K00134,"ko00010,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko04066,ko05010,map00010,map00710,map01100,map01110,map01120,map01130,map01200,map01230,map04066,map05010","M00001,M00002,M00003,M00165,M00166,M00308,M00552",R01061,RC00149,"ko00000,ko00001,ko00002,ko01000,ko04131,ko04147",-,-,-,"Gp_dh_C,Gp_dh_N",,0.0,,,23
H6G84_RS07655,0.1917565025698261,WP_039755513.1,Synpcc7942_0034,,534176.0,534505.0,-,S,,,,,,,,,,,,,,0.0,,,23
H6G84_RS09175,0.0919677259349646,WP_011377892.1,Synpcc7942_1164,,235888.0,237312.0,-,S,-,-,-,-,-,-,-,-,-,-,-,-,,0.0,,,23
H6G84_RS10590,0.0929513936703951,WP_011242478.1,Synpcc7942_1391,,1181.0,2719.0,+,O,-,-,ko:K07391,-,-,-,-,ko00000,-,-,-,"ChlI,Mg_chelatase,Mg_chelatase_C",,0.0,,,23
H6G84_RS11415,0.1089819532985636,WP_011378080.1,Synpcc7942_1556,,177897.0,178475.0,+,S,-,-,-,-,-,-,-,-,-,-,-,-,,0.0,,,23
H6G84_RS11500,0.1314628477158023,WP_011378087.1,Synpcc7942_1567,,190729.0,191046.0,-,S,-,-,-,-,-,-,-,-,-,-,-,-,,0.0,,,23
H6G84_RS11530,0.104204927858512,WP_011378090.1,Synpcc7942_1572,,196366.0,197952.0,+,E,-,-,-,-,-,-,-,-,-,-,-,"GMC_oxred_C,GMC_oxred_N",,0.0,,,23
H6G84_RS11535,0.0982293448187971,WP_011242343.1,Synpcc7942_1573,,198021.0,198821.0,+,I,-,1.1.1.47,ko:K00034,"ko00030,ko01120,ko01200,map00030,map01120,map01200",-,"R01520,R01521",RC00066,"ko00000,ko00001,ko01000",-,-,-,adh_short_C2,,0.0,-,,23
H6G84_RS11730,0.1535992907774341,WP_011378113.1,Synpcc7942_1610,,244004.0,245416.0,-,C,-,1.6.1.2,ko:K00325,"ko00760,ko01100,map00760,map01100",-,R00112,RC00001,"ko00000,ko00001,ko01000",-,-,-,PNTB,,0.0,,,23
H6G84_RS11735,0.1922772971747093,WP_011242381.1,Synpcc7942_1611,,245416.0,245709.0,-,C,-,1.6.1.2,ko:K00324,"ko00760,ko01100,map00760,map01100",-,R00112,RC00001,"ko00000,ko00001,ko01000",-,-,-,PNTB_4TM,,0.0,,,23
H6G84_RS11740,0.1785047753343061,WP_011242382.1,Synpcc7942_1612,,245706.0,246932.0,-,C,-,1.6.1.2,ko:K00324,"ko00760,ko01100,map00760,map01100",-,R00112,RC00001,"ko00000,ko00001,ko01000",-,-,-,"AlaDh_PNT_C,AlaDh_PNT_N,PNTB_4TM",,0.0,,,23
H6G84_RS12365,0.1441569694194306,WP_011377733.1,Synpcc7942_0797,,111578.0,111838.0,-,S,,,,,,,,,,,,,,0.0,,,23
H6G84_RS00130,-0.1264371271956247,WP_011243870.1,,,25473.0,25718.0,+,O,-,-,ko:K04653,-,-,-,-,ko00000,-,-,-,HupF_HypC,,,,,24
H6G84_RS10510,0.1893152074956514,WP_011377783.1,Synpcc7942_0905,,518599.0,519141.0,-,S,,,,,,,,,,,,,,0.0,,,24
H6G84_RS12040,0.1090725057893766,WP_011242992.1,Synpcc7942_0860,,39902.0,40861.0,-,N,-,-,-,-,-,-,-,-,-,-,-,CheW,,0.0,,,24
H6G84_RS12045,0.2041333748012572,WP_011377767.1,Synpcc7942_0859,,40872.0,43730.0,-,T,-,-,"ko:K06596,ko:K11526","ko02020,ko02025,map02020,map02025","M00507,M00508",-,-,"ko00000,ko00001,ko00002,ko01001,ko02022,ko02035",-,-,-,"CheW,H-kinase_dim,HATPase_c,Hpt,Response_reg",,1.0,,Others,24
H6G84_RS12050,0.2213641699496396,WP_011377766.1,Synpcc7942_0858,,43735.0,47955.0,-,T,-,-,"ko:K02660,ko:K11525","ko02020,ko02025,map02020,map02025",-,-,-,"ko00000,ko00001,ko02035,ko02044",-,-,-,"GAF,HAMP,MCPsignal,dCache_1",,,,,24
H6G84_RS12055,0.2374103969666555,WP_011242995.1,Synpcc7942_0857,,48027.0,48533.0,-,N,-,-,ko:K02659,"ko02020,ko02025,map02020,map02025",-,-,-,"ko00000,ko00001,ko02035,ko02044",-,-,-,CheW,,0.0,,,24
H6G84_RS12060,0.2187315955491041,WP_011242996.1,Synpcc7942_0856,,48553.0,48915.0,-,T,-,-,ko:K02658,"ko02020,ko02025,map02020,map02025",M00507,-,-,"ko00000,ko00001,ko00002,ko02022,ko02035,ko02044",-,-,-,Response_reg,,0.0,,Others,24
H6G84_RS12065,0.1723502896097704,WP_231621330.1,Synpcc7942_0855,,48966.0,50192.0,-,T,-,-,ko:K02657,"ko02020,ko02025,map02020,map02025",M00507,-,-,"ko00000,ko00001,ko00002,ko02022,ko02035,ko02044",-,-,-,"DUF4388,Response_reg",,0.0,,Others,24
H6G84_RS07755,0.2209084132926462,WP_199290685.1,Synpcc7942_0015,,554238.0,554888.0,+,C,"GO:0003674,GO:0003824,GO:0005488,GO:0005506,GO:0008150,GO:0008152,GO:0016491,GO:0016705,GO:0016706,GO:0019842,GO:0030246,GO:0031406,GO:0031418,GO:0036094,GO:0043167,GO:0043168,GO:0043169,GO:0043177,GO:0046872,GO:0046914,GO:0048029,GO:0048037,GO:0050662,GO:0051213,GO:0055114",-,ko:K07336,-,-,-,-,"ko00000,ko01000",-,-,-,2OG-FeII_Oxy_3,,0.0,,,25
H6G84_RS07760,0.3051934845140308,WP_011243793.1,Synpcc7942_0014,,555054.0,555398.0,+,T,-,-,-,-,-,-,-,-,-,-,-,-,,0.0,,,25
H6G84_RS07765,0.4836121468416275,WP_011243794.1,Synpcc7942_0013,,555437.0,556144.0,-,S,,,,,,,,,,,,,,1.0,,,25
H6G84_RS10510,-0.1778801249893989,WP_011377783.1,Synpcc7942_0905,,518599.0,519141.0,-,S,,,,,,,,,,,,,,0.0,,,25
H6G84_RS08905,0.5177084390720835,WP_011242647.1,Synpcc7942_1217,kaiB,194262.0,194570.0,+,K,"GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0007623,GO:0008150,GO:0009605,GO:0009649,GO:0009892,GO:0010563,GO:0016020,GO:0019220,GO:0019222,GO:0031323,GO:0031324,GO:0042325,GO:0042326,GO:0042752,GO:0042802,GO:0044424,GO:0044464,GO:0045936,GO:0048511,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051174,GO:0065007,GO:0071944",-,ko:K08481,-,-,-,-,ko00000,-,-,-,KaiB,,0.0,,,26
H6G84_RS08910,0.3310696506396768,WP_011242648.1,Synpcc7942_1216,kaiC,194620.0,196179.0,+,F,"GO:0000166,GO:0000287,GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0004672,GO:0004674,GO:0005488,GO:0005515,GO:0005524,GO:0006139,GO:0006351,GO:0006355,GO:0006464,GO:0006468,GO:0006725,GO:0006793,GO:0006796,GO:0006807,GO:0007623,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009605,GO:0009649,GO:0009889,GO:0009966,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010646,GO:0016070,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0019538,GO:0023051,GO:0030554,GO:0031323,GO:0031326,GO:0032553,GO:0032555,GO:0032559,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0035639,GO:0036094,GO:0036211,GO:0042752,GO:0042754,GO:0042802,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0046483,GO:0046777,GO:0046872,GO:0048511,GO:0048519,GO:0048583,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0070297,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097367,GO:0097659,GO:0140096,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901576,GO:1902531,GO:1903506,GO:2000112,GO:2001141",-,ko:K08482,-,-,-,-,ko00000,-,-,-,ATPase,,1.0,,,26
H6G84_RS12820,0.4820424199887146,WP_039755830.1,,,191108.0,191326.0,+,S,,,,,,,,,,,,,,1.0,,,27
H6G84_RS00670,0.4871633400612103,WP_011243971.1,Synpcc7942_2445,,132342.0,133355.0,+,P,"GO:0003674,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0042301,GO:0043167,GO:0043168,GO:0044464,GO:0071944",-,ko:K02040,"ko02010,ko02020,ko05152,map02010,map02020,map05152",M00222,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.7,-,-,"PBP_like,PBP_like_2",,0.0,,,28
H6G84_RS00675,0.2371649584148926,WP_011243972.1,Synpcc7942_2444,,133635.0,134648.0,+,P,"GO:0003674,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0042301,GO:0043167,GO:0043168,GO:0044464,GO:0071944",-,ko:K02040,"ko02010,ko02020,ko05152,map02010,map02020,map05152",M00222,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.7,-,-,"PBP_like,PBP_like_2",,0.0,,,28
H6G84_RS00680,0.1548165417425923,WP_011378465.1,Synpcc7942_2443,pstC,134734.0,135666.0,+,P,-,-,ko:K02037,"ko02010,map02010",M00222,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.7,-,-,BPD_transp_1,,0.0,,,28
H6G84_RS00685,0.1680810057595969,WP_011243974.1,Synpcc7942_2442,pstA,135666.0,136577.0,+,P,-,-,ko:K02038,"ko02010,map02010",M00222,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.7,-,-,BPD_transp_1,,0.0,,,28
H6G84_RS00690,0.1478282926172435,WP_011378464.1,Synpcc7942_2441,pstB,136625.0,137419.0,+,P,"GO:0000166,GO:0003674,GO:0003824,GO:0005215,GO:0005315,GO:0005488,GO:0005524,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006817,GO:0006820,GO:0008144,GO:0008150,GO:0008509,GO:0015075,GO:0015103,GO:0015114,GO:0015291,GO:0015318,GO:0015399,GO:0015405,GO:0015415,GO:0015698,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0022804,GO:0022857,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034220,GO:0035435,GO:0035639,GO:0036094,GO:0042623,GO:0042626,GO:0043167,GO:0043168,GO:0043225,GO:0043492,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071944,GO:0097159,GO:0097367,GO:0098656,GO:0098660,GO:0098661,GO:0099133,GO:1901265,GO:1901363",3.6.3.27,ko:K02036,"ko02010,map02010",M00222,-,-,"ko00000,ko00001,ko00002,ko01000,ko02000",3.A.1.7,-,-,ABC_tran,,0.0,,,28
H6G84_RS01130,0.3470822326118389,WP_011378422.1,Synpcc7942_2356,,232456.0,233082.0,+,K,"GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006351,GO:0006355,GO:0006725,GO:0006807,GO:0006810,GO:0006811,GO:0006820,GO:0008150,GO:0008152,GO:0008272,GO:0009058,GO:0009059,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0015698,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031326,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044464,GO:0046483,GO:0050789,GO:0050794,GO:0051171,GO:0051179,GO:0051234,GO:0051252,GO:0060255,GO:0065007,GO:0071704,GO:0072348,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:0140110,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1903506,GO:2000112,GO:2001141",-,-,-,-,-,-,-,-,-,-,"HTH_Crp_2,PAS,cNMP_binding","Transcription factor, Crp family contains 1 cNMP_binding,1 HTH_CRP",1.0,HTH_Crp_2,,28
H6G84_RS03185,0.1591683080361991,WP_231621394.1,Synpcc7942_1957,,625652.0,626041.0,+,T,-,-,-,-,-,-,-,-,-,-,-,cNMP_binding,,0.0,,,28
H6G84_RS06865,0.2175420480213686,WP_011243635.1,Synpcc7942_0188,,381047.0,382783.0,-,T,-,-,-,-,-,-,-,-,-,-,-,"EAL,GGDEF,PAS_9",,0.0,,,28
H6G84_RS08705,-0.1838525337810501,WP_011242610.1,Synpcc7942_1255,,155714.0,156877.0,+,E,-,5.1.1.17,"ko:K04127,ko:K11325","ko00311,ko01100,ko01130,map00311,map01100,map01130",M00673,R04147,RC00302,"ko00000,ko00001,ko00002,ko01000",-,-,-,Aminotran_5,,0.0,,,28
H6G84_RS08710,-0.26487702062135,WP_039755728.1,Synpcc7942_1254,,156874.0,157263.0,-,T,-,-,-,-,-,-,-,-,-,-,-,cNMP_binding,,0.0,,,28
H6G84_RS00770,0.1313855492510548,WP_011243990.1,Synpcc7942_2426,petM,156382.0,156495.0,+,U,,,,,,,,,,,,,,0.0,,,29
H6G84_RS03160,0.1618060161707655,WP_011244443.1,Synpcc7942_1962,,621704.0,621826.0,-,S,,,,,,,,,,,,,,0.0,,,29
H6G84_RS03415,0.1178083304078289,WP_011244492.1,,psaM,665457.0,665546.0,-,S,,,,,,,,,,,,,,,,,29
H6G84_RS04470,0.1422812697135659,WP_011244696.1,Synpcc7942_1705,,882210.0,882329.0,-,U,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0008150,GO:0008152,GO:0009521,GO:0009523,GO:0009539,GO:0009579,GO:0009987,GO:0015979,GO:0016020,GO:0016021,GO:0030075,GO:0030096,GO:0031224,GO:0032991,GO:0034357,GO:0042651,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044237,GO:0044422,GO:0044424,GO:0044425,GO:0044436,GO:0044444,GO:0044459,GO:0044464,GO:0071944,GO:0098796,GO:0098797",-,ko:K02710,"ko00195,ko01100,map00195,map01100",-,-,-,"ko00000,ko00001,ko00194",-,-,-,PsbI,,0.0,,,29
H6G84_RS05085,0.0826113305518086,WP_011243298.1,Synpcc7942_0535,psaC,49132.0,49377.0,+,C,"GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005886,GO:0006091,GO:0008150,GO:0008152,GO:0009055,GO:0009521,GO:0009522,GO:0009579,GO:0009767,GO:0009773,GO:0009987,GO:0015979,GO:0016020,GO:0016491,GO:0019684,GO:0022900,GO:0032991,GO:0034357,GO:0042651,GO:0043167,GO:0043169,GO:0044237,GO:0044424,GO:0044425,GO:0044436,GO:0044464,GO:0046872,GO:0048037,GO:0051536,GO:0051539,GO:0051540,GO:0055114,GO:0071944,GO:0098796",-,ko:K02691,"ko00195,ko01100,map00195,map01100",M00163,-,-,"ko00000,ko00001,ko00002,ko00194",-,-,iJN678.psaC,Fer4,,0.0,,,29
H6G84_RS05385,0.1160143102893738,WP_011243356.1,Synpcc7942_0475,petN,107912.0,108016.0,+,C,"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0006091,GO:0008150,GO:0008152,GO:0009055,GO:0009512,GO:0009579,GO:0009987,GO:0015979,GO:0016020,GO:0016021,GO:0016043,GO:0016491,GO:0017004,GO:0022607,GO:0022900,GO:0031224,GO:0032991,GO:0034357,GO:0034622,GO:0042651,GO:0043933,GO:0044085,GO:0044237,GO:0044424,GO:0044425,GO:0044436,GO:0044464,GO:0045158,GO:0055114,GO:0065003,GO:0070069,GO:0071840",-,ko:K03689,"ko00195,ko01100,map00195,map01100",M00162,-,-,"ko00000,ko00001,ko00002,ko00194",-,-,-,PetN,,0.0,,,29
H6G84_RS05390,0.1101289481584893,WP_011377590.1,Synpcc7942_0474,,108032.0,108169.0,+,S,,,,,,,,,,,,,,0.0,,,29
H6G84_RS06050,0.1180857750374173,WP_011243478.1,Synpcc7942_0347,,228013.0,228177.0,-,S,,,,,,,,,,,,,,0.0,,,29
H6G84_RS06585,0.1565595250545423,WP_011243582.1,Synpcc7942_0243,,329943.0,330086.0,+,S,-,"4.99.1.1,4.99.1.9",ko:K01772,"ko00860,ko01100,ko01110,map00860,map01100,map01110",M00121,"R00310,R11329",RC01012,"ko00000,ko00001,ko00002,ko01000",-,-,-,Chloroa_b-bind,,0.0,,,29
